"region","species_name","cuid","cu_name_pse","year","estimated_count","observed_count"
"Skeena","Lake sockeye",171,"Alastair",1934,NA,0
"Skeena","Lake sockeye",171,"Alastair",1940,NA,0
"Skeena","Lake sockeye",171,"Alastair",1941,NA,0
"Skeena","Lake sockeye",171,"Alastair",1942,NA,0
"Skeena","Lake sockeye",171,"Alastair",1943,NA,0
"Skeena","Lake sockeye",171,"Alastair",1944,NA,0
"Skeena","Lake sockeye",171,"Alastair",1945,NA,0
"Skeena","Lake sockeye",171,"Alastair",1946,NA,0
"Skeena","Lake sockeye",171,"Alastair",1947,NA,25
"Skeena","Lake sockeye",171,"Alastair",1948,NA,26000
"Skeena","Lake sockeye",171,"Alastair",1949,NA,13000
"Skeena","Lake sockeye",171,"Alastair",1950,NA,13000
"Skeena","Lake sockeye",171,"Alastair",1951,NA,13500
"Skeena","Lake sockeye",171,"Alastair",1952,NA,18000
"Skeena","Lake sockeye",171,"Alastair",1953,NA,16000
"Skeena","Lake sockeye",171,"Alastair",1954,NA,20000
"Skeena","Lake sockeye",171,"Alastair",1955,NA,19250
"Skeena","Lake sockeye",171,"Alastair",1956,NA,26000
"Skeena","Lake sockeye",171,"Alastair",1957,NA,42900
"Skeena","Lake sockeye",171,"Alastair",1958,NA,44000
"Skeena","Lake sockeye",171,"Alastair",1959,NA,22500
"Skeena","Lake sockeye",171,"Alastair",1960,7770,3900
"Skeena","Lake sockeye",171,"Alastair",1961,29417,14250
"Skeena","Lake sockeye",171,"Alastair",1962,22079,10395
"Skeena","Lake sockeye",171,"Alastair",1963,19981,9000
"Skeena","Lake sockeye",171,"Alastair",1964,4218,2350
"Skeena","Lake sockeye",171,"Alastair",1965,17539,7900
"Skeena","Lake sockeye",171,"Alastair",1966,18649,8400
"Skeena","Lake sockeye",171,"Alastair",1967,27752,12500
"Skeena","Lake sockeye",171,"Alastair",1968,33302,15000
"Skeena","Lake sockeye",171,"Alastair",1969,6660,3000
"Skeena","Lake sockeye",171,"Alastair",1970,4995,2250
"Skeena","Lake sockeye",171,"Alastair",1971,2553,1150
"Skeena","Lake sockeye",171,"Alastair",1972,8881,4000
"Skeena","Lake sockeye",171,"Alastair",1973,8881,4000
"Skeena","Lake sockeye",171,"Alastair",1974,3885,1750
"Skeena","Lake sockeye",171,"Alastair",1975,1332,600
"Skeena","Lake sockeye",171,"Alastair",1976,6660,3000
"Skeena","Lake sockeye",171,"Alastair",1977,15541,7000
"Skeena","Lake sockeye",171,"Alastair",1978,19981,9000
"Skeena","Lake sockeye",171,"Alastair",1979,19981,9000
"Skeena","Lake sockeye",171,"Alastair",1980,33302,15000
"Skeena","Lake sockeye",171,"Alastair",1981,1998,900
"Skeena","Lake sockeye",171,"Alastair",1982,10546,4750
"Skeena","Lake sockeye",171,"Alastair",1983,14431,6500
"Skeena","Lake sockeye",171,"Alastair",1984,8881,4000
"Skeena","Lake sockeye",171,"Alastair",1985,8881,4000
"Skeena","Lake sockeye",171,"Alastair",1986,23311,10500
"Skeena","Lake sockeye",171,"Alastair",1987,11101,5000
"Skeena","Lake sockeye",171,"Alastair",1988,14431,6500
"Skeena","Lake sockeye",171,"Alastair",1989,16576,5500
"Skeena","Lake sockeye",171,"Alastair",1990,11101,5000
"Skeena","Lake sockeye",171,"Alastair",1991,24421,11000
"Skeena","Lake sockeye",171,"Alastair",1992,17761,8000
"Skeena","Lake sockeye",171,"Alastair",1993,16651,7500
"Skeena","Lake sockeye",171,"Alastair",1994,14431,6500
"Skeena","Lake sockeye",171,"Alastair",1995,18871,8500
"Skeena","Lake sockeye",171,"Alastair",1996,27752,12500
"Skeena","Lake sockeye",171,"Alastair",1997,26642,12000
"Skeena","Lake sockeye",171,"Alastair",1998,20536,5500
"Skeena","Lake sockeye",171,"Alastair",1999,5550,1000
"Skeena","Lake sockeye",171,"Alastair",2000,12087,3100
"Skeena","Lake sockeye",171,"Alastair",2001,19630,5400
"Skeena","Lake sockeye",171,"Alastair",2002,4346,2000
"Skeena","Lake sockeye",171,"Alastair",2003,64724,13500
"Skeena","Lake sockeye",171,"Alastair",2004,15951,0
"Skeena","Lake sockeye",171,"Alastair",2005,13324,4700
"Skeena","Lake sockeye",171,"Alastair",2006,11489,2400
"Skeena","Lake sockeye",171,"Alastair",2007,35091,11000
"Skeena","Lake sockeye",171,"Alastair",2008,985,400
"Skeena","Lake sockeye",171,"Alastair",2009,29550,10750
"Skeena","Lake sockeye",171,"Alastair",2010,79168,16850
"Skeena","Lake sockeye",171,"Alastair",2011,44309,10400
"Skeena","Lake sockeye",171,"Alastair",2012,36410,16400
"Skeena","Lake sockeye",171,"Alastair",2013,30504,8900
"Skeena","Lake sockeye",171,"Alastair",2014,11609,2840
"Skeena","Lake sockeye",171,"Alastair",2015,23622,8400
"Skeena","Lake sockeye",171,"Alastair",2016,66659,12140
"Skeena","Lake sockeye",171,"Alastair",2017,13876,2500
"Skeena","Lake sockeye",171,"Alastair",2018,3282,1400
"Skeena","Lake sockeye",171,"Alastair",2019,4311,1640
"Skeena","Lake sockeye",171,"Alastair",2020,466,80
"Skeena","Lake sockeye",171,"Alastair",2021,12655,5700
"Skeena","Lake sockeye",171,"Alastair",2022,23511,10590
"Skeena","Lake sockeye",171,"Alastair",2023,NA,1785
"Skeena","Lake sockeye",174,"Ecstall/Lower",1950,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1951,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1952,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1953,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1954,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1955,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1956,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",1957,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1958,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1959,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1960,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1961,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1962,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1963,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1964,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1965,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1966,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1967,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1968,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1969,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1970,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1971,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1972,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1973,NA,250
"Skeena","Lake sockeye",174,"Ecstall/Lower",1974,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1975,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1976,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1977,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1978,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1979,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1980,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1981,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1982,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1983,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1984,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1985,NA,NA
"Skeena","Lake sockeye",174,"Ecstall/Lower",1986,NA,75
"Skeena","Lake sockeye",174,"Ecstall/Lower",1987,NA,1400
"Skeena","Lake sockeye",174,"Ecstall/Lower",1988,NA,500
"Skeena","Lake sockeye",174,"Ecstall/Lower",1989,NA,75
"Skeena","Lake sockeye",174,"Ecstall/Lower",1990,NA,50
"Skeena","Lake sockeye",174,"Ecstall/Lower",1991,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",1992,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",1993,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",1994,NA,1000
"Skeena","Lake sockeye",174,"Ecstall/Lower",1995,NA,200
"Skeena","Lake sockeye",174,"Ecstall/Lower",1996,NA,150
"Skeena","Lake sockeye",174,"Ecstall/Lower",1997,NA,350
"Skeena","Lake sockeye",174,"Ecstall/Lower",1998,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",1999,NA,1000
"Skeena","Lake sockeye",174,"Ecstall/Lower",2000,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2001,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2002,NA,250
"Skeena","Lake sockeye",174,"Ecstall/Lower",2003,NA,600
"Skeena","Lake sockeye",174,"Ecstall/Lower",2004,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2005,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2006,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2007,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2008,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2009,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2010,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2011,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2012,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2013,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2014,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2015,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2016,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2017,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2018,NA,8
"Skeena","Lake sockeye",174,"Ecstall/Lower",2019,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2020,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2021,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2022,NA,0
"Skeena","Lake sockeye",174,"Ecstall/Lower",2023,NA,0
"Skeena","Lake sockeye",175,"Johnston",1947,NA,750
"Skeena","Lake sockeye",175,"Johnston",1948,NA,400
"Skeena","Lake sockeye",175,"Johnston",1949,NA,750
"Skeena","Lake sockeye",175,"Johnston",1950,NA,2500
"Skeena","Lake sockeye",175,"Johnston",1951,NA,2700
"Skeena","Lake sockeye",175,"Johnston",1952,NA,5000
"Skeena","Lake sockeye",175,"Johnston",1953,NA,500
"Skeena","Lake sockeye",175,"Johnston",1954,NA,500
"Skeena","Lake sockeye",175,"Johnston",1955,NA,25
"Skeena","Lake sockeye",175,"Johnston",1956,NA,5
"Skeena","Lake sockeye",175,"Johnston",1957,NA,0
"Skeena","Lake sockeye",175,"Johnston",1958,NA,50
"Skeena","Lake sockeye",175,"Johnston",1959,NA,0
"Skeena","Lake sockeye",175,"Johnston",1960,NA,0
"Skeena","Lake sockeye",175,"Johnston",1961,NA,0
"Skeena","Lake sockeye",175,"Johnston",1962,NA,0
"Skeena","Lake sockeye",175,"Johnston",1963,NA,0
"Skeena","Lake sockeye",175,"Johnston",1964,NA,0
"Skeena","Lake sockeye",175,"Johnston",1965,4,2
"Skeena","Lake sockeye",175,"Johnston",1966,50,25
"Skeena","Lake sockeye",175,"Johnston",1967,1500,750
"Skeena","Lake sockeye",175,"Johnston",1968,1500,750
"Skeena","Lake sockeye",175,"Johnston",1969,800,400
"Skeena","Lake sockeye",175,"Johnston",1970,7000,3500
"Skeena","Lake sockeye",175,"Johnston",1971,10000,5000
"Skeena","Lake sockeye",175,"Johnston",1972,15000,7500
"Skeena","Lake sockeye",175,"Johnston",1973,6000,3000
"Skeena","Lake sockeye",175,"Johnston",1974,1500,750
"Skeena","Lake sockeye",175,"Johnston",1975,2000,1000
"Skeena","Lake sockeye",175,"Johnston",1976,6000,3000
"Skeena","Lake sockeye",175,"Johnston",1977,1000,500
"Skeena","Lake sockeye",175,"Johnston",1978,1000,500
"Skeena","Lake sockeye",175,"Johnston",1979,NA,0
"Skeena","Lake sockeye",175,"Johnston",1980,NA,0
"Skeena","Lake sockeye",175,"Johnston",1981,1007,500
"Skeena","Lake sockeye",175,"Johnston",1982,1007,500
"Skeena","Lake sockeye",175,"Johnston",1983,NA,0
"Skeena","Lake sockeye",175,"Johnston",1984,NA,0
"Skeena","Lake sockeye",175,"Johnston",1985,1813,900
"Skeena","Lake sockeye",175,"Johnston",1986,705,350
"Skeena","Lake sockeye",175,"Johnston",1987,1209,600
"Skeena","Lake sockeye",175,"Johnston",1988,1410,704
"Skeena","Lake sockeye",175,"Johnston",1989,604,300
"Skeena","Lake sockeye",175,"Johnston",1990,NA,0
"Skeena","Lake sockeye",175,"Johnston",1991,1228,600
"Skeena","Lake sockeye",175,"Johnston",1992,NA,0
"Skeena","Lake sockeye",175,"Johnston",1993,NA,100
"Skeena","Lake sockeye",175,"Johnston",1994,NA,0
"Skeena","Lake sockeye",175,"Johnston",1995,12278,6000
"Skeena","Lake sockeye",175,"Johnston",1996,NA,0
"Skeena","Lake sockeye",175,"Johnston",1997,8185,4000
"Skeena","Lake sockeye",175,"Johnston",1998,NA,0
"Skeena","Lake sockeye",175,"Johnston",1999,13642,8000
"Skeena","Lake sockeye",175,"Johnston",2000,2500,1500
"Skeena","Lake sockeye",175,"Johnston",2001,7500,4500
"Skeena","Lake sockeye",175,"Johnston",2002,6519,2000
"Skeena","Lake sockeye",175,"Johnston",2003,8333,5050
"Skeena","Lake sockeye",175,"Johnston",2004,NA,0
"Skeena","Lake sockeye",175,"Johnston",2005,NA,0
"Skeena","Lake sockeye",175,"Johnston",2006,NA,0
"Skeena","Lake sockeye",175,"Johnston",2007,NA,0
"Skeena","Lake sockeye",175,"Johnston",2008,NA,0
"Skeena","Lake sockeye",175,"Johnston",2009,NA,0
"Skeena","Lake sockeye",175,"Johnston",2010,NA,0
"Skeena","Lake sockeye",175,"Johnston",2011,NA,0
"Skeena","Lake sockeye",175,"Johnston",2012,NA,0
"Skeena","Lake sockeye",175,"Johnston",2013,NA,0
"Skeena","Lake sockeye",175,"Johnston",2014,NA,0
"Skeena","Lake sockeye",175,"Johnston",2015,NA,0
"Skeena","Lake sockeye",175,"Johnston",2016,NA,0
"Skeena","Lake sockeye",175,"Johnston",2017,NA,0
"Skeena","Lake sockeye",175,"Johnston",2018,2344,640
"Skeena","Lake sockeye",175,"Johnston",2019,280,0
"Skeena","Lake sockeye",175,"Johnston",2020,NA,0
"Skeena","Lake sockeye",175,"Johnston",2021,300,150
"Skeena","Lake sockeye",175,"Johnston",2022,184,0
"Skeena","Lake sockeye",175,"Johnston",2023,400,200
"Skeena","Lake sockeye",176,"Kitsumkalum",1924,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",1929,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",1930,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",1933,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",1934,NA,400
"Skeena","Lake sockeye",176,"Kitsumkalum",1936,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",1947,NA,1625
"Skeena","Lake sockeye",176,"Kitsumkalum",1948,NA,1575
"Skeena","Lake sockeye",176,"Kitsumkalum",1949,NA,3300
"Skeena","Lake sockeye",176,"Kitsumkalum",1950,NA,3200
"Skeena","Lake sockeye",176,"Kitsumkalum",1951,NA,4200
"Skeena","Lake sockeye",176,"Kitsumkalum",1952,NA,4900
"Skeena","Lake sockeye",176,"Kitsumkalum",1953,NA,3200
"Skeena","Lake sockeye",176,"Kitsumkalum",1954,NA,5275
"Skeena","Lake sockeye",176,"Kitsumkalum",1955,NA,2450
"Skeena","Lake sockeye",176,"Kitsumkalum",1956,NA,12575
"Skeena","Lake sockeye",176,"Kitsumkalum",1957,NA,4475
"Skeena","Lake sockeye",176,"Kitsumkalum",1958,NA,5450
"Skeena","Lake sockeye",176,"Kitsumkalum",1959,NA,2850
"Skeena","Lake sockeye",176,"Kitsumkalum",1960,840,1225
"Skeena","Lake sockeye",176,"Kitsumkalum",1961,2241,1750
"Skeena","Lake sockeye",176,"Kitsumkalum",1962,2241,2100
"Skeena","Lake sockeye",176,"Kitsumkalum",1963,2024,3425
"Skeena","Lake sockeye",176,"Kitsumkalum",1964,1518,5300
"Skeena","Lake sockeye",176,"Kitsumkalum",1965,2987,3450
"Skeena","Lake sockeye",176,"Kitsumkalum",1966,1587,2700
"Skeena","Lake sockeye",176,"Kitsumkalum",1967,2894,2300
"Skeena","Lake sockeye",176,"Kitsumkalum",1968,1774,2725
"Skeena","Lake sockeye",176,"Kitsumkalum",1969,2241,2375
"Skeena","Lake sockeye",176,"Kitsumkalum",1970,1774,3550
"Skeena","Lake sockeye",176,"Kitsumkalum",1971,2241,3600
"Skeena","Lake sockeye",176,"Kitsumkalum",1972,6348,4025
"Skeena","Lake sockeye",176,"Kitsumkalum",1973,6348,4000
"Skeena","Lake sockeye",176,"Kitsumkalum",1974,6348,3250
"Skeena","Lake sockeye",176,"Kitsumkalum",1975,3548,2300
"Skeena","Lake sockeye",176,"Kitsumkalum",1976,1774,1475
"Skeena","Lake sockeye",176,"Kitsumkalum",1977,6348,3250
"Skeena","Lake sockeye",176,"Kitsumkalum",1978,1774,1100
"Skeena","Lake sockeye",176,"Kitsumkalum",1979,784,560
"Skeena","Lake sockeye",176,"Kitsumkalum",1980,840,650
"Skeena","Lake sockeye",176,"Kitsumkalum",1981,654,475
"Skeena","Lake sockeye",176,"Kitsumkalum",1982,1027,1525
"Skeena","Lake sockeye",176,"Kitsumkalum",1983,822,1020
"Skeena","Lake sockeye",176,"Kitsumkalum",1984,1064,725
"Skeena","Lake sockeye",176,"Kitsumkalum",1985,2127,4850
"Skeena","Lake sockeye",176,"Kitsumkalum",1986,2127,2600
"Skeena","Lake sockeye",176,"Kitsumkalum",1987,4254,1200
"Skeena","Lake sockeye",176,"Kitsumkalum",1988,2553,600
"Skeena","Lake sockeye",176,"Kitsumkalum",1989,3829,1000
"Skeena","Lake sockeye",176,"Kitsumkalum",1990,6381,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1991,6381,1800
"Skeena","Lake sockeye",176,"Kitsumkalum",1992,17017,4250
"Skeena","Lake sockeye",176,"Kitsumkalum",1993,14890,3700
"Skeena","Lake sockeye",176,"Kitsumkalum",1994,23398,5500
"Skeena","Lake sockeye",176,"Kitsumkalum",1995,20739,4875
"Skeena","Lake sockeye",176,"Kitsumkalum",1996,8083,1900
"Skeena","Lake sockeye",176,"Kitsumkalum",1997,15528,3650
"Skeena","Lake sockeye",176,"Kitsumkalum",1998,16591,4900
"Skeena","Lake sockeye",176,"Kitsumkalum",1999,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",2000,24232,5040
"Skeena","Lake sockeye",176,"Kitsumkalum",2001,19614,3009
"Skeena","Lake sockeye",176,"Kitsumkalum",2002,26801,4018
"Skeena","Lake sockeye",176,"Kitsumkalum",2003,48643,10300
"Skeena","Lake sockeye",176,"Kitsumkalum",2004,24328,5069
"Skeena","Lake sockeye",176,"Kitsumkalum",2005,16100,3244
"Skeena","Lake sockeye",176,"Kitsumkalum",2006,18745,3455
"Skeena","Lake sockeye",176,"Kitsumkalum",2007,16885,4520
"Skeena","Lake sockeye",176,"Kitsumkalum",2008,21452,5570
"Skeena","Lake sockeye",176,"Kitsumkalum",2009,25405,7084
"Skeena","Lake sockeye",176,"Kitsumkalum",2010,54028,11067
"Skeena","Lake sockeye",176,"Kitsumkalum",2011,33468,6770
"Skeena","Lake sockeye",176,"Kitsumkalum",2012,40981,10974
"Skeena","Lake sockeye",176,"Kitsumkalum",2013,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",2014,26651,7000
"Skeena","Lake sockeye",176,"Kitsumkalum",2015,23007,6043
"Skeena","Lake sockeye",176,"Kitsumkalum",2016,22333,5866
"Skeena","Lake sockeye",176,"Kitsumkalum",2017,27089,7115
"Skeena","Lake sockeye",176,"Kitsumkalum",2018,37597,10050
"Skeena","Lake sockeye",176,"Kitsumkalum",2019,NA,0
"Skeena","Lake sockeye",176,"Kitsumkalum",2020,13344,3505
"Skeena","Lake sockeye",176,"Kitsumkalum",2021,15781,4145
"Skeena","Lake sockeye",176,"Kitsumkalum",2022,39044,10846
"Skeena","Lake sockeye",176,"Kitsumkalum",2023,20704,5547
"Skeena","Lake sockeye",177,"Lakelse",1935,NA,0
"Skeena","Lake sockeye",177,"Lakelse",1936,NA,3500
"Skeena","Lake sockeye",177,"Lakelse",1937,NA,10500
"Skeena","Lake sockeye",177,"Lakelse",1938,NA,17650
"Skeena","Lake sockeye",177,"Lakelse",1939,NA,45500
"Skeena","Lake sockeye",177,"Lakelse",1940,NA,57500
"Skeena","Lake sockeye",177,"Lakelse",1941,NA,52150
"Skeena","Lake sockeye",177,"Lakelse",1942,NA,44250
"Skeena","Lake sockeye",177,"Lakelse",1943,NA,39325
"Skeena","Lake sockeye",177,"Lakelse",1944,NA,41047
"Skeena","Lake sockeye",177,"Lakelse",1945,NA,38600
"Skeena","Lake sockeye",177,"Lakelse",1946,NA,15850
"Skeena","Lake sockeye",177,"Lakelse",1947,NA,8325
"Skeena","Lake sockeye",177,"Lakelse",1948,NA,9750
"Skeena","Lake sockeye",177,"Lakelse",1949,NA,7000
"Skeena","Lake sockeye",177,"Lakelse",1950,NA,2200
"Skeena","Lake sockeye",177,"Lakelse",1951,NA,5700
"Skeena","Lake sockeye",177,"Lakelse",1952,NA,13140
"Skeena","Lake sockeye",177,"Lakelse",1953,NA,9250
"Skeena","Lake sockeye",177,"Lakelse",1954,NA,8250
"Skeena","Lake sockeye",177,"Lakelse",1955,NA,3700
"Skeena","Lake sockeye",177,"Lakelse",1956,NA,3575
"Skeena","Lake sockeye",177,"Lakelse",1957,NA,7700
"Skeena","Lake sockeye",177,"Lakelse",1958,NA,8250
"Skeena","Lake sockeye",177,"Lakelse",1959,NA,8250
"Skeena","Lake sockeye",177,"Lakelse",1960,11348,4500
"Skeena","Lake sockeye",177,"Lakelse",1961,14879,5900
"Skeena","Lake sockeye",177,"Lakelse",1962,17333,7925
"Skeena","Lake sockeye",177,"Lakelse",1963,19922,7900
"Skeena","Lake sockeye",177,"Lakelse",1964,52421,20991
"Skeena","Lake sockeye",177,"Lakelse",1965,87763,40528
"Skeena","Lake sockeye",177,"Lakelse",1966,39873,18431
"Skeena","Lake sockeye",177,"Lakelse",1967,29440,13711
"Skeena","Lake sockeye",177,"Lakelse",1968,24933,11825
"Skeena","Lake sockeye",177,"Lakelse",1969,14216,6600
"Skeena","Lake sockeye",177,"Lakelse",1970,11373,5300
"Skeena","Lake sockeye",177,"Lakelse",1971,6561,3050
"Skeena","Lake sockeye",177,"Lakelse",1972,5796,2700
"Skeena","Lake sockeye",177,"Lakelse",1973,3937,1850
"Skeena","Lake sockeye",177,"Lakelse",1974,5249,2450
"Skeena","Lake sockeye",177,"Lakelse",1975,5686,2700
"Skeena","Lake sockeye",177,"Lakelse",1976,6561,3050
"Skeena","Lake sockeye",177,"Lakelse",1977,5085,2375
"Skeena","Lake sockeye",177,"Lakelse",1978,11810,5450
"Skeena","Lake sockeye",177,"Lakelse",1979,12466,5760
"Skeena","Lake sockeye",177,"Lakelse",1980,29438,13767
"Skeena","Lake sockeye",177,"Lakelse",1981,15966,7555
"Skeena","Lake sockeye",177,"Lakelse",1982,30110,17507
"Skeena","Lake sockeye",177,"Lakelse",1983,19246,9335
"Skeena","Lake sockeye",177,"Lakelse",1984,9514,4660
"Skeena","Lake sockeye",177,"Lakelse",1985,36306,16785
"Skeena","Lake sockeye",177,"Lakelse",1986,8967,4400
"Skeena","Lake sockeye",177,"Lakelse",1987,5304,2550
"Skeena","Lake sockeye",177,"Lakelse",1988,10443,5050
"Skeena","Lake sockeye",177,"Lakelse",1989,7677,3720
"Skeena","Lake sockeye",177,"Lakelse",1990,2690,1380
"Skeena","Lake sockeye",177,"Lakelse",1991,13451,6350
"Skeena","Lake sockeye",177,"Lakelse",1992,10389,4990
"Skeena","Lake sockeye",177,"Lakelse",1993,13669,6400
"Skeena","Lake sockeye",177,"Lakelse",1994,3117,1629
"Skeena","Lake sockeye",177,"Lakelse",1995,27448,12550
"Skeena","Lake sockeye",177,"Lakelse",1996,23675,10825
"Skeena","Lake sockeye",177,"Lakelse",1997,3445,1575
"Skeena","Lake sockeye",177,"Lakelse",1998,5318,1075
"Skeena","Lake sockeye",177,"Lakelse",1999,9931,0
"Skeena","Lake sockeye",177,"Lakelse",2000,NA,0
"Skeena","Lake sockeye",177,"Lakelse",2001,10960,500
"Skeena","Lake sockeye",177,"Lakelse",2002,NA,0
"Skeena","Lake sockeye",177,"Lakelse",2003,2783,0
"Skeena","Lake sockeye",177,"Lakelse",2004,5168,2000
"Skeena","Lake sockeye",177,"Lakelse",2005,8280,2865
"Skeena","Lake sockeye",177,"Lakelse",2006,2530,1450
"Skeena","Lake sockeye",177,"Lakelse",2007,6125,3010
"Skeena","Lake sockeye",177,"Lakelse",2008,7413,2541
"Skeena","Lake sockeye",177,"Lakelse",2009,10305,3486
"Skeena","Lake sockeye",177,"Lakelse",2010,20750,5837
"Skeena","Lake sockeye",177,"Lakelse",2011,23810,16052
"Skeena","Lake sockeye",177,"Lakelse",2012,27594,12798
"Skeena","Lake sockeye",177,"Lakelse",2013,26462,9060
"Skeena","Lake sockeye",177,"Lakelse",2014,20508,8880
"Skeena","Lake sockeye",177,"Lakelse",2015,28528,440
"Skeena","Lake sockeye",177,"Lakelse",2016,29723,6768
"Skeena","Lake sockeye",177,"Lakelse",2017,12523,250
"Skeena","Lake sockeye",177,"Lakelse",2018,10958,12159
"Skeena","Lake sockeye",177,"Lakelse",2019,16257,6864
"Skeena","Lake sockeye",177,"Lakelse",2020,1236,422
"Skeena","Lake sockeye",177,"Lakelse",2021,10799,3686
"Skeena","Lake sockeye",177,"Lakelse",2022,18962,6472
"Skeena","Lake sockeye",177,"Lakelse",2023,19257,8126
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1930,NA,0
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1932,NA,0
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1933,NA,0
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1934,NA,750
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1935,NA,0
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1937,NA,3500
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1939,NA,0
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1940,NA,3500
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1948,NA,1500
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1949,NA,1200
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1950,NA,4500
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1951,NA,4000
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1952,NA,3500
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1953,NA,5000
"Skeena","Lake sockeye",178,"Mcdonell/Dennis/Aldrich",1954,NA,1000
